-2,0.400296,0.333668,0.315191,0.410396,0.339118,0.317714
-1,0.249892,0.162179,0.142585,0.267421,0.168584,0.145718
0,0.088791,0.041205,0.033561,0.101192,0.043694,0.034706
1,0.016486,0.006031,0.004699,0.020021,0.006651,0.004849
2,0.001999,0.000614,0.000494,0.002502,0.0007,0.000503
3,0.000178,6.6e-05,3.2e-05,0.000238,3.9e-05,2.5e-05
4,9e-06,4e-06,3e-06,1.3e-05,4e-06,3e-06
5,0,0,0,0,0,0
