Method,EbN0_dB,BER,DisplayBER,ErrorCount,BitTotal
QPSK-iter1,10,0.00206756591796875,0.00206756591796875,271,131072
CCK-disjoint-iter1,10,0.00347900390625,0.00347900390625,228,65536
CCK-IBDFE-iter1,10,0,7.62939453125e-06,0,65536
QPSK-iter5,10,2.288818359375e-05,2.288818359375e-05,3,131072
CCK-disjoint-iter5,10,0.0136871337890625,0.0136871337890625,897,65536
CCK-IBDFE-iter5,10,0,7.62939453125e-06,0,65536
