0,0.234375,0.1171875,0.192708333333333,0.248912703512314,0.100864842817123,0.310183660919071
1,0.109375,0.0625,0.239583333333333,0.164706083806082,0.0550431256129491,0.229604332271176
2,0.0625,0,0.15625,0.10196541913702,0.0261744560973584,0.159553051529291
3,0.015625,0,0.151041666666667,0.0583304734185321,0.01047869619528,0.102524166070647
4,0.125,0,0.0572916666666667,0.0302923553014718,0.00338174676329321,0.059769857049126
5,0,0,0.00520833333333333,0.0139215472215099,0.000832948970078809,0.0308654060088632
6,0,0,0.09375,0.00546497491628942,0.000146147437014582,0.0136991115005247
7,0,0,0.00520833333333333,0.00174893277852637,1.67462696723021e-05,0.00503072021789414
8,0,0,0,0.000430239650750552,1.12316572861395e-06,0.00145703911730366
9,0,0,0,7.56850923697451e-05,3.84112026090243e-08,0.000313314430222359
10,0,0,0,8.71259269008068e-06,5.62984072079973e-10,4.63545825559925e-05
11,0,0,0,5.87942051908303e-07,2.84129116733493e-12,4.2868788948959e-06
12,0,0,0,2.02635256138245e-08,3.74825631228211e-15,2.1959809865109e-07
