组别,曲线,EbN0_dB,BER
CSK-IDMA 内迭代,内迭代1,0,0.0833333333333333
CSK-IDMA 内迭代,内迭代2,0,0.0833333333333333
CSK-IDMA 外迭代,外迭代1,0,0.0833333333333333
CSK-IDMA 外迭代,外迭代2,0,0.0833333333333333
CSK-IDMA 用户负载,2用户,0,0.375
CSK-IDMA 用户负载,3用户,0,0.25
